date,product,sales,price,is_promotion,weather_index,day_of_week,month,year,week_of_year,is_holiday
2022-04-07,Toys,70.0,94.92,0,89.31,3,4,2022,14,0
2022-04-08,Toys,92.0,94.92,0,94.05,4,4,2022,14,0
2022-04-09,Toys,99.0,94.92,0,94.51,5,4,2022,14,0
2022-04-10,Toys,82.0,94.92,0,96.54,6,4,2022,14,0
2022-04-11,Toys,57.0,94.92,0,91.57,0,4,2022,15,0
2022-04-12,Toys,62.0,94.92,0,88.77,1,4,2022,15,0
2022-04-13,Toys,58.0,94.92,0,87.92,2,4,2022,15,0
2022-04-14,Toys,77.0,94.92,0,80.37,3,4,2022,15,0
2022-04-15,Toys,76.0,94.92,0,95.58,4,4,2022,15,0
2022-04-16,Toys,93.0,94.92,0,87.11,5,4,2022,15,0
2022-04-17,Toys,83.0,94.92,0,91.07,6,4,2022,15,0
2022-04-18,Toys,63.0,94.92,0,91.74,0,4,2022,16,0
2022-04-19,Toys,62.0,94.92,0,81.92,1,4,2022,16,0
2022-04-20,Toys,67.0,94.92,0,83.32,2,4,2022,16,0
2022-04-21,Toys,66.0,94.92,0,95.45,3,4,2022,16,0
2022-04-22,Toys,67.0,94.92,0,88.93,4,4,2022,16,0
2022-04-23,Toys,93.0,94.92,0,84.33,5,4,2022,16,0
2022-04-24,Toys,79.0,94.92,0,86.34,6,4,2022,16,0
2022-04-25,Toys,59.0,94.92,0,92.13,0,4,2022,17,0
2022-04-26,Toys,46.0,94.92,0,91.1,1,4,2022,17,0
2022-04-27,Toys,61.0,94.92,0,78.8,2,4,2022,17,0
2022-04-28,Toys,61.0,94.92,0,94.0,3,4,2022,17,0
2022-04-29,Toys,70.0,94.92,0,90.35,4,4,2022,17,0
2022-04-30,Toys,76.0,94.92,0,84.44,5,4,2022,17,0
2022-05-01,Toys,73.0,94.92,0,78.91,6,5,2022,17,0
2022-05-02,Toys,56.0,94.92,0,89.8,0,5,2022,18,0
2022-05-03,Toys,58.0,94.92,0,86.56,1,5,2022,18,0
2022-05-04,Toys,58.0,94.92,0,76.52,2,5,2022,18,0
2022-05-05,Toys,57.0,94.92,0,82.28,3,5,2022,18,0
2022-05-06,Toys,70.0,94.92,0,98.69,4,5,2022,18,0
2022-05-07,Toys,74.0,94.92,0,82.74,5,5,2022,18,0
2022-05-08,Toys,70.0,94.92,0,78.55,6,5,2022,18,0
2022-05-09,Toys,56.0,94.92,0,76.8,0,5,2022,19,0
2022-05-10,Toys,48.0,94.92,0,90.29,1,5,2022,19,0
2022-05-11,Toys,53.0,94.92,0,85.23,2,5,2022,19,0
2022-05-12,Toys,48.0,94.92,0,87.59,3,5,2022,19,0
2022-05-13,Toys,57.0,94.92,0,81.35,4,5,2022,19,0
2022-05-14,Toys,59.0,94.92,0,85.92,5,5,2022,19,0
2022-05-15,Toys,68.0,94.92,0,74.94,6,5,2022,19,0
2022-05-16,Toys,59.0,94.92,0,79.52,0,5,2022,20,0
2022-05-17,Toys,5.0,94.92,0,79.66,1,5,2022,20,0
2022-05-18,Toys,52.0,94.92,0,84.64,2,5,2022,20,0
2022-05-19,Toys,62.0,94.92,0,78.83,3,5,2022,20,0
2022-05-20,Toys,61.0,94.92,0,73.59,4,5,2022,20,0
2022-05-21,Toys,63.0,94.92,0,76.53,5,5,2022,20,0
2022-05-22,Toys,63.0,94.92,0,67.3,6,5,2022,20,0
2022-05-23,Toys,50.0,94.92,0,63.55,0,5,2022,21,0
2022-05-24,Toys,46.0,94.92,0,78.77,1,5,2022,21,0
2022-05-25,Toys,46.0,94.92,0,72.19,2,5,2022,21,0
2022-05-26,Toys,54.0,94.92,0,72.2,3,5,2022,21,0
2022-05-27,Toys,,94.92,0,77.11,4,5,2022,21,0
2022-05-28,Toys,56.0,94.92,0,79.37,5,5,2022,21,0
2022-05-29,Toys,59.0,94.92,0,74.48,6,5,2022,21,0
2022-05-30,Toys,46.0,94.92,0,80.87,0,5,2022,22,0
2022-05-31,Toys,49.0,94.92,0,73.16,1,5,2022,22,0
2022-06-01,Toys,50.0,94.92,0,71.56,2,6,2022,22,0
2022-06-02,Toys,59.0,94.92,0,70.65,3,6,2022,22,0
2022-06-03,Toys,53.0,94.92,0,62.42,4,6,2022,22,0
2022-06-04,Toys,60.0,94.92,0,73.02,5,6,2022,22,0
2022-06-05,Toys,64.0,94.92,0,55.39,6,6,2022,22,0
2022-06-06,Toys,44.0,94.92,0,64.07,0,6,2022,23,0
2022-06-07,Toys,45.0,94.92,0,66.49,1,6,2022,23,0
2022-06-08,Toys,43.0,94.92,0,61.79,2,6,2022,23,0
2022-06-09,Toys,37.0,94.92,0,62.85,3,6,2022,23,0
2022-06-10,Toys,54.0,94.92,0,73.67,4,6,2022,23,0
2022-06-11,Toys,60.0,94.92,0,69.34,5,6,2022,23,0
2022-06-12,Toys,65.0,94.92,0,59.75,6,6,2022,23,0
2022-06-13,Toys,45.0,94.92,0,60.18,0,6,2022,24,0
2022-06-14,Toys,39.0,94.92,0,55.48,1,6,2022,24,0
2022-06-15,Toys,42.0,94.92,0,64.73,2,6,2022,24,0
2022-06-16,Toys,38.0,94.92,0,59.3,3,6,2022,24,0
2022-06-17,Toys,47.0,94.92,0,50.05,4,6,2022,24,0
2022-06-18,Toys,62.0,94.92,0,59.72,5,6,2022,24,0
2022-06-19,Toys,57.0,94.92,0,60.74,6,6,2022,24,0
2022-06-20,Toys,47.0,94.92,0,62.68,0,6,2022,25,0
2022-06-21,Toys,36.0,94.92,0,56.82,1,6,2022,25,0
2022-06-22,Toys,42.0,94.92,0,54.65,2,6,2022,25,0
2022-06-23,Toys,43.0,94.92,0,65.76,3,6,2022,25,0
2022-06-24,Toys,55.0,94.92,0,55.18,4,6,2022,25,0
2022-06-25,Toys,62.0,94.92,0,58.06,5,6,2022,25,0
2022-06-26,Toys,60.0,94.92,0,51.08,6,6,2022,25,0
2022-06-27,Toys,49.0,94.92,0,56.55,0,6,2022,26,0
2022-06-28,Toys,41.0,94.92,0,45.13,1,6,2022,26,0
2022-06-29,Toys,47.0,94.92,0,49.41,2,6,2022,26,0
2022-06-30,Toys,41.0,94.92,0,44.99,3,6,2022,26,0
2022-07-01,Toys,46.0,94.92,0,47.32,4,7,2022,26,0
2022-07-02,Toys,62.0,94.92,0,55.91,5,7,2022,26,0
2022-07-03,Toys,50.0,94.92,0,45.91,6,7,2022,26,0
2022-07-04,Toys,64.0,94.92,0,51.87,0,7,2022,27,1
2022-07-05,Toys,43.0,94.92,0,55.18,1,7,2022,27,0
2022-07-06,Toys,46.0,94.92,0,46.77,2,7,2022,27,0
2022-07-07,Toys,45.0,94.92,0,51.19,3,7,2022,27,0
2022-07-08,Toys,51.0,94.92,0,48.19,4,7,2022,27,0
2022-07-09,Toys,61.0,94.92,0,45.43,5,7,2022,27,0
2022-07-10,Toys,55.0,94.92,0,47.92,6,7,2022,27,0
2022-07-11,Toys,42.0,94.92,0,52.69,0,7,2022,28,0
2022-07-12,Toys,45.0,94.92,0,39.62,1,7,2022,28,0
2022-07-13,Toys,43.0,94.92,0,37.34,2,7,2022,28,0
2022-07-14,Toys,44.0,94.92,0,36.37,3,7,2022,28,0
2022-07-15,Toys,51.0,94.92,0,45.76,4,7,2022,28,0
2022-07-16,Toys,67.0,94.92,0,45.77,5,7,2022,28,0
2022-07-17,Toys,57.0,94.92,0,36.77,6,7,2022,28,0
2022-07-18,Toys,43.0,94.92,0,28.11,0,7,2022,29,0
2022-07-19,Toys,38.0,94.92,0,34.76,1,7,2022,29,0
2022-07-20,Toys,43.0,94.92,0,40.21,2,7,2022,29,0
2022-07-21,Toys,49.0,94.92,0,36.49,3,7,2022,29,0
2022-07-22,Toys,57.0,94.92,0,37.08,4,7,2022,29,0
2022-07-23,Toys,61.0,94.92,0,32.91,5,7,2022,29,0
2022-07-24,Toys,65.0,94.92,0,39.96,6,7,2022,29,0
2022-07-25,Toys,49.0,94.92,0,35.97,0,7,2022,30,0
2022-07-26,Toys,49.0,94.92,0,36.56,1,7,2022,30,0
2022-07-27,Toys,48.0,94.92,0,33.8,2,7,2022,30,0
2022-07-28,Toys,54.0,94.92,0,35.0,3,7,2022,30,0
2022-07-29,Toys,54.0,94.92,0,34.06,4,7,2022,30,0
2022-07-30,Toys,56.0,94.92,0,26.51,5,7,2022,30,0
2022-07-31,Toys,65.0,94.92,0,32.41,6,7,2022,30,0
2022-08-01,Toys,51.0,94.92,0,33.91,0,8,2022,31,0
2022-08-02,Toys,53.0,94.92,0,35.13,1,8,2022,31,0
2022-08-03,Toys,51.0,94.92,0,30.85,2,8,2022,31,0
2022-08-04,Toys,57.0,94.92,0,23.36,3,8,2022,31,0
2022-08-05,Toys,60.0,94.92,0,23.56,4,8,2022,31,0
2022-08-06,Toys,66.0,94.92,0,24.87,5,8,2022,31,0
2022-08-07,Toys,57.0,94.92,0,27.44,6,8,2022,31,0
2022-08-08,Toys,51.0,94.92,0,25.32,0,8,2022,32,0
2022-08-09,Toys,47.0,94.92,0,19.77,1,8,2022,32,0
2022-08-10,Toys,49.0,94.92,0,19.2,2,8,2022,32,0
2022-08-11,Toys,52.0,94.92,0,13.83,3,8,2022,32,0
2022-08-12,Toys,62.0,94.92,0,8.2,4,8,2022,32,0
2022-08-13,Toys,68.0,94.92,0,22.62,5,8,2022,32,0
2022-08-14,Toys,73.0,94.92,0,34.37,6,8,2022,32,0
2022-08-15,Toys,41.0,94.92,0,31.25,0,8,2022,33,0
2022-08-16,Toys,52.0,94.92,0,16.89,1,8,2022,33,0
2022-08-17,Toys,56.0,94.92,0,22.04,2,8,2022,33,0
2022-08-18,Toys,62.0,94.92,0,13.49,3,8,2022,33,0
2022-08-19,Toys,66.0,94.92,0,13.79,4,8,2022,33,0
2022-08-20,Toys,81.0,94.92,0,13.91,5,8,2022,33,0
2022-08-21,Toys,72.0,94.92,0,18.32,6,8,2022,33,0
2022-08-22,Toys,54.0,94.92,0,18.09,0,8,2022,34,0
2022-08-23,Toys,,94.92,0,19.84,1,8,2022,34,0
2022-08-24,Toys,53.0,94.92,0,21.47,2,8,2022,34,0
2022-08-25,Toys,53.0,94.92,0,16.06,3,8,2022,34,0
2022-08-26,Toys,63.0,94.92,0,17.52,4,8,2022,34,0
2022-08-27,Toys,69.0,94.92,0,11.48,5,8,2022,34,0
2022-08-28,Toys,78.0,94.92,0,9.84,6,8,2022,34,0
2022-08-29,Toys,57.0,94.92,0,8.7,0,8,2022,35,0
2022-08-30,Toys,55.0,94.92,0,19.07,1,8,2022,35,0
2022-08-31,Toys,54.0,94.92,0,13.78,2,8,2022,35,0
2022-09-01,Toys,62.0,94.92,0,5.78,3,9,2022,35,0
2022-09-02,Toys,73.0,94.92,0,14.48,4,9,2022,35,0
2022-09-03,Toys,72.0,94.92,0,8.23,5,9,2022,35,0
2022-09-04,Toys,71.0,94.92,0,22.47,6,9,2022,35,0
2022-09-05,Toys,65.0,94.92,0,10.97,0,9,2022,36,0
2022-09-06,Toys,53.0,94.92,0,16.98,1,9,2022,36,0
2022-09-07,Toys,62.0,94.92,0,18.74,2,9,2022,36,0
2022-09-08,Toys,71.0,94.92,0,8.25,3,9,2022,36,0
2022-09-09,Toys,328.0,94.92,0,13.15,4,9,2022,36,0
2022-09-10,Toys,89.0,94.92,0,15.29,5,9,2022,36,0
2022-09-11,Toys,88.0,94.92,0,12.87,6,9,2022,36,0
2022-09-12,Toys,75.0,94.92,0,13.87,0,9,2022,37,0
2022-09-13,Toys,51.0,94.92,0,5.2,1,9,2022,37,0
2022-09-14,Toys,60.0,94.92,0,14.42,2,9,2022,37,0
2022-09-15,Toys,71.0,94.92,0,9.03,3,9,2022,37,0
2022-09-16,Toys,75.0,94.92,0,13.03,4,9,2022,37,0
2022-09-17,Toys,97.0,94.92,0,15.72,5,9,2022,37,0
2022-09-18,Toys,87.0,94.92,0,14.3,6,9,2022,37,0
2022-09-19,Toys,68.0,94.92,0,12.56,0,9,2022,38,0
2022-09-20,Toys,65.0,94.92,0,13.89,1,9,2022,38,0
2022-09-21,Toys,63.0,94.92,0,14.0,2,9,2022,38,0
2022-09-22,Toys,67.0,94.92,0,17.93,3,9,2022,38,0
2022-09-23,Toys,82.0,94.92,0,10.19,4,9,2022,38,0
2022-09-24,Toys,87.0,94.92,0,11.09,5,9,2022,38,0
2022-09-25,Toys,99.0,94.92,0,14.86,6,9,2022,38,0
2022-09-26,Toys,74.0,94.92,0,7.68,0,9,2022,39,0
2022-09-27,Toys,76.0,94.92,0,3.41,1,9,2022,39,0
2022-09-28,Toys,63.0,94.92,0,12.51,2,9,2022,39,0
2022-09-29,Toys,64.0,94.92,0,8.99,3,9,2022,39,0
2022-09-30,Toys,85.0,94.92,0,3.97,4,9,2022,39,0
2022-10-01,Toys,120.0,94.92,0,12.5,5,10,2022,39,0
2022-10-02,Toys,106.0,94.92,0,17.16,6,10,2022,39,0
2022-10-03,Toys,71.0,94.92,0,1.88,0,10,2022,40,0
2022-10-04,Toys,76.0,94.92,0,15.17,1,10,2022,40,0
2022-10-05,Toys,77.0,94.92,0,-2.58,2,10,2022,40,0
2022-10-06,Toys,69.0,94.92,0,8.16,3,10,2022,40,0
2022-10-07,Toys,99.0,94.92,0,19.43,4,10,2022,40,0
2022-10-08,Toys,101.0,94.92,0,8.67,5,10,2022,40,0
2022-10-09,Toys,101.0,94.92,0,10.85,6,10,2022,40,0
2022-10-10,Toys,78.0,94.92,0,14.32,0,10,2022,41,0
2022-10-11,Toys,83.0,94.92,0,2.04,1,10,2022,41,0
2022-10-12,Toys,72.0,94.92,0,11.11,2,10,2022,41,0
2022-10-13,Toys,70.0,94.92,0,11.21,3,10,2022,41,0
2022-10-14,Toys,95.0,94.92,0,20.35,4,10,2022,41,0
2022-10-15,Toys,89.0,94.92,0,5.02,5,10,2022,41,0
2022-10-16,Toys,103.0,94.92,0,9.46,6,10,2022,41,0
2022-10-17,Toys,89.0,94.92,0,6.91,0,10,2022,42,0
2022-10-18,Toys,84.0,94.92,0,6.58,1,10,2022,42,0
2022-10-19,Toys,86.0,94.92,0,17.59,2,10,2022,42,0
2022-10-20,Toys,89.0,94.92,0,12.31,3,10,2022,42,0
2022-10-21,Toys,116.0,94.92,0,9.63,4,10,2022,42,0
2022-10-22,Toys,106.0,94.92,0,10.06,5,10,2022,42,0
2022-10-23,Toys,114.0,94.92,0,10.08,6,10,2022,42,0
2022-10-24,Toys,82.0,94.92,0,10.79,0,10,2022,43,0
2022-10-25,Toys,89.0,94.92,0,7.11,1,10,2022,43,0
2022-10-26,Toys,82.0,94.92,0,12.43,2,10,2022,43,0
2022-10-27,Toys,100.0,94.92,0,12.22,3,10,2022,43,0
2022-10-28,Toys,97.0,94.92,0,10.53,4,10,2022,43,0
2022-10-29,Toys,129.0,94.92,0,15.41,5,10,2022,43,0
2022-10-30,Toys,120.0,94.92,0,16.16,6,10,2022,43,0
2022-10-31,Toys,131.0,94.92,0,12.52,0,10,2022,44,1
2022-11-01,Toys,90.0,94.92,0,14.93,1,11,2022,44,0
2022-11-02,Toys,87.0,94.92,0,26.8,2,11,2022,44,0
2022-11-03,Toys,94.0,94.92,0,26.98,3,11,2022,44,0
2022-11-04,Toys,103.0,94.92,0,11.48,4,11,2022,44,0
2022-11-05,Toys,113.0,94.92,0,12.57,5,11,2022,44,0
2022-11-06,Toys,198.0,77.78,1,12.24,6,11,2022,44,0
2022-11-07,Toys,135.0,77.78,1,23.23,0,11,2022,45,0
2022-11-08,Toys,163.0,77.78,1,16.37,1,11,2022,45,0
2022-11-09,Toys,137.0,77.78,1,19.99,2,11,2022,45,0
2022-11-10,Toys,158.0,77.78,1,29.21,3,11,2022,45,0
2022-11-11,Toys,194.0,77.78,1,19.62,4,11,2022,45,0
2022-11-12,Toys,132.0,94.92,0,23.65,5,11,2022,45,0
2022-11-13,Toys,105.0,94.92,0,23.19,6,11,2022,45,0
2022-11-14,Toys,93.0,94.92,0,18.11,0,11,2022,46,0
2022-11-15,Toys,95.0,94.92,0,26.83,1,11,2022,46,0
2022-11-16,Toys,91.0,94.92,0,17.77,2,11,2022,46,0
2022-11-17,Toys,107.0,94.92,0,29.22,3,11,2022,46,0
2022-11-18,Toys,103.0,94.92,0,20.09,4,11,2022,46,0
2022-11-19,Toys,106.0,94.92,0,21.14,5,11,2022,46,0
2022-11-20,Toys,133.0,94.92,0,18.61,6,11,2022,46,0
2022-11-21,Toys,92.0,94.92,0,19.96,0,11,2022,47,0
2022-11-22,Toys,81.0,94.92,0,22.98,1,11,2022,47,0
2022-11-23,Toys,92.0,94.92,0,13.5,2,11,2022,47,0
2022-11-24,Toys,239.0,94.92,0,25.04,3,11,2022,47,1
2022-11-25,Toys,306.0,94.92,0,24.23,4,11,2022,47,1
2022-11-26,Toys,154.0,94.92,0,31.28,5,11,2022,47,0
2022-11-27,Toys,,94.92,0,30.02,6,11,2022,47,0
2022-11-28,Toys,99.0,94.92,0,24.94,0,11,2022,48,0
2022-11-29,Toys,87.0,94.92,0,26.77,1,11,2022,48,0
2022-11-30,Toys,96.0,94.92,0,28.48,2,11,2022,48,0
2022-12-01,Toys,100.0,94.92,0,37.68,3,12,2022,48,0
2022-12-02,Toys,102.0,94.92,0,26.74,4,12,2022,48,0
2022-12-03,Toys,162.0,94.92,0,27.86,5,12,2022,48,0
2022-12-04,Toys,125.0,94.92,0,26.43,6,12,2022,48,0
2022-12-05,Toys,96.0,94.92,0,25.28,0,12,2022,49,0
2022-12-06,Toys,105.0,94.92,0,34.85,1,12,2022,49,0
2022-12-07,Toys,111.0,94.92,0,34.95,2,12,2022,49,0
2022-12-08,Toys,112.0,94.92,0,40.99,3,12,2022,49,0
2022-12-09,Toys,106.0,94.92,0,40.42,4,12,2022,49,0
2022-12-10,Toys,137.0,94.92,0,47.84,5,12,2022,49,0
2022-12-11,Toys,112.0,94.92,0,36.13,6,12,2022,49,0
2022-12-12,Toys,108.0,94.92,0,35.85,0,12,2022,50,0
2022-12-13,Toys,86.0,94.92,0,31.3,1,12,2022,50,0
2022-12-14,Toys,92.0,94.92,0,41.94,2,12,2022,50,0
2022-12-15,Toys,104.0,94.92,0,39.71,3,12,2022,50,0
2022-12-16,Toys,123.0,94.92,0,43.04,4,12,2022,50,0
2022-12-17,Toys,133.0,94.92,0,34.76,5,12,2022,50,0
2022-12-18,Toys,150.0,94.92,0,42.88,6,12,2022,50,0
2022-12-19,Toys,108.0,94.92,0,42.82,0,12,2022,51,0
2022-12-20,Toys,105.0,94.92,0,43.17,1,12,2022,51,0
2022-12-21,Toys,89.0,94.92,0,39.73,2,12,2022,51,0
2022-12-22,Toys,119.0,94.92,0,49.77,3,12,2022,51,0
2022-12-23,Toys,112.0,94.92,0,54.76,4,12,2022,51,0
2022-12-24,Toys,156.0,94.92,0,39.64,5,12,2022,51,0
2022-12-25,Toys,391.0,94.92,0,49.48,6,12,2022,51,1
2022-12-26,Toys,192.0,94.92,0,32.17,0,12,2022,52,1
2022-12-27,Toys,109.0,94.92,0,50.59,1,12,2022,52,0
2022-12-28,Toys,75.0,94.92,0,38.58,2,12,2022,52,0
2022-12-29,Toys,103.0,94.92,0,46.0,3,12,2022,52,0
2022-12-30,Toys,130.0,94.92,0,42.75,4,12,2022,52,0
2022-12-31,Toys,235.0,94.92,0,48.92,5,12,2022,52,1
2023-01-01,Toys,219.0,94.92,0,54.88,6,1,2023,52,1
2023-01-02,Toys,100.0,94.92,0,42.09,0,1,2023,1,0
2023-01-03,Toys,80.0,94.92,0,50.27,1,1,2023,1,0
2023-01-04,Toys,103.0,94.92,0,50.19,2,1,2023,1,0
2023-01-05,Toys,89.0,94.92,0,61.34,3,1,2023,1,0
2023-01-06,Toys,131.0,94.92,0,56.28,4,1,2023,1,0
2023-01-07,Toys,150.0,94.92,0,48.92,5,1,2023,1,0
2023-01-08,Toys,129.0,94.92,0,53.13,6,1,2023,1,0
2023-01-09,Toys,107.0,94.92,0,63.95,0,1,2023,2,0
2023-01-10,Toys,98.0,94.92,0,60.42,1,1,2023,2,0
2023-01-11,Toys,101.0,94.92,0,52.94,2,1,2023,2,0
2023-01-12,Toys,95.0,94.92,0,56.87,3,1,2023,2,0
2023-01-13,Toys,125.0,94.92,0,57.7,4,1,2023,2,0
2023-01-14,Toys,118.0,94.92,0,56.86,5,1,2023,2,0
2023-01-15,Toys,114.0,94.92,0,51.66,6,1,2023,2,0
2023-01-16,Toys,101.0,94.92,0,57.49,0,1,2023,3,0
2023-01-17,Toys,98.0,94.92,0,68.49,1,1,2023,3,0
2023-01-18,Toys,100.0,94.92,0,60.29,2,1,2023,3,0
2023-01-19,Toys,98.0,94.92,0,62.33,3,1,2023,3,0
2023-01-20,Toys,136.0,94.92,0,64.2,4,1,2023,3,0
2023-01-21,Toys,136.0,94.92,0,75.24,5,1,2023,3,0
2023-01-22,Toys,135.0,94.92,0,64.83,6,1,2023,3,0
2023-01-23,Toys,102.0,94.92,0,70.9,0,1,2023,4,0
2023-01-24,Toys,106.0,94.92,0,63.07,1,1,2023,4,0
2023-01-25,Toys,101.0,94.92,0,65.39,2,1,2023,4,0
2023-01-26,Toys,106.0,94.92,0,67.37,3,1,2023,4,0
2023-01-27,Toys,123.0,94.92,0,64.06,4,1,2023,4,0
2023-01-28,Toys,113.0,94.92,0,67.52,5,1,2023,4,0
2023-01-29,Toys,112.0,94.92,0,73.59,6,1,2023,4,0
2023-01-30,Toys,99.0,94.92,0,65.75,0,1,2023,5,0
2023-01-31,Toys,95.0,94.92,0,70.35,1,1,2023,5,0
2023-02-01,Toys,100.0,94.92,0,74.48,2,2,2023,5,0
2023-02-02,Toys,101.0,94.92,0,67.4,3,2,2023,5,0
2023-02-03,Toys,120.0,94.92,0,77.57,4,2,2023,5,0
2023-02-04,Toys,117.0,94.92,0,73.03,5,2,2023,5,0
2023-02-05,Toys,128.0,94.92,0,72.41,6,2,2023,5,0
2023-02-06,Toys,87.0,94.92,0,63.75,0,2,2023,6,0
2023-02-07,Toys,98.0,94.92,0,72.47,1,2,2023,6,0
2023-02-08,Toys,79.0,94.92,0,76.74,2,2,2023,6,0
2023-02-09,Toys,101.0,94.92,0,84.14,3,2,2023,6,0
2023-02-10,Toys,99.0,94.92,0,78.78,4,2,2023,6,0
2023-02-11,Toys,124.0,94.92,0,82.1,5,2,2023,6,0
2023-02-12,Toys,134.0,94.92,0,70.93,6,2,2023,6,0
2023-02-13,Toys,97.0,94.92,0,76.85,0,2,2023,7,0
2023-02-14,Toys,129.0,94.92,0,84.08,1,2,2023,7,1
2023-02-15,Toys,86.0,94.92,0,74.03,2,2,2023,7,0
2023-02-16,Toys,84.0,94.92,0,83.77,3,2,2023,7,0
2023-02-17,Toys,94.0,94.92,0,83.08,4,2,2023,7,0
2023-02-18,Toys,125.0,94.92,0,81.25,5,2,2023,7,0
2023-02-19,Toys,127.0,94.92,0,78.69,6,2,2023,7,0
2023-02-20,Toys,96.0,94.92,0,75.85,0,2,2023,8,0
2023-02-21,Toys,94.0,94.92,0,90.09,1,2,2023,8,0
2023-02-22,Toys,89.0,94.92,0,84.8,2,2,2023,8,0
2023-02-23,Toys,91.0,94.92,0,83.76,3,2,2023,8,0
2023-02-24,Toys,97.0,94.92,0,80.4,4,2,2023,8,0
2023-02-25,Toys,116.0,94.92,0,83.05,5,2,2023,8,0
2023-02-26,Toys,106.0,94.92,0,84.07,6,2,2023,8,0
2023-02-27,Toys,84.0,94.92,0,85.62,0,2,2023,9,0
2023-02-28,Toys,88.0,94.92,0,87.66,1,2,2023,9,0
2023-03-01,Toys,85.0,94.92,0,80.44,2,3,2023,9,0
2023-03-02,Toys,112.0,94.92,0,77.37,3,3,2023,9,0
2023-03-03,Toys,91.0,94.92,0,85.46,4,3,2023,9,0
2023-03-04,Toys,115.0,94.92,0,76.63,5,3,2023,9,0
2023-03-05,Toys,101.0,94.92,0,84.06,6,3,2023,9,0
2023-03-06,Toys,84.0,94.92,0,83.44,0,3,2023,10,0
2023-03-07,Toys,82.0,94.92,0,88.74,1,3,2023,10,0
2023-03-08,Toys,88.0,94.92,0,96.48,2,3,2023,10,0
2023-03-09,Toys,84.0,94.92,0,77.12,3,3,2023,10,0
2023-03-10,Toys,97.0,94.92,0,98.47,4,3,2023,10,0
2023-03-11,Toys,108.0,94.92,0,86.19,5,3,2023,10,0
2023-03-12,Toys,98.0,94.92,0,89.33,6,3,2023,10,0
2023-03-13,Toys,79.0,94.92,0,80.75,0,3,2023,11,0
2023-03-14,Toys,79.0,94.92,0,93.03,1,3,2023,11,0
2023-03-15,Toys,80.0,94.92,0,88.46,2,3,2023,11,0
2023-03-16,Toys,87.0,94.92,0,88.14,3,3,2023,11,0
2023-03-17,Toys,93.0,94.92,0,78.94,4,3,2023,11,0
2023-03-18,Toys,106.0,94.92,0,89.17,5,3,2023,11,0
2023-03-19,Toys,169.0,72.67,1,93.19,6,3,2023,11,0
2023-03-20,Toys,155.0,72.67,1,87.93,0,3,2023,12,0
2023-03-21,Toys,136.0,72.67,1,95.12,1,3,2023,12,0
2023-03-22,Toys,150.0,72.67,1,95.04,2,3,2023,12,0
2023-03-23,Toys,165.0,72.67,1,86.29,3,3,2023,12,0
2023-03-24,Toys,167.0,72.67,1,97.57,4,3,2023,12,0
2023-03-25,Toys,176.0,72.67,1,89.92,5,3,2023,12,0
2023-03-26,Toys,101.0,94.92,0,90.02,6,3,2023,12,0
2023-03-27,Toys,79.0,94.92,0,90.33,0,3,2023,13,0
2023-03-28,Toys,72.0,94.92,0,90.24,1,3,2023,13,0
2023-03-29,Toys,70.0,94.92,0,76.79,2,3,2023,13,0
2023-03-30,Toys,80.0,94.92,0,89.04,3,3,2023,13,0
2023-03-31,Toys,90.0,94.92,0,83.17,4,3,2023,13,0
2023-04-01,Toys,96.0,94.92,0,98.13,5,4,2023,13,0
2023-04-02,Toys,84.0,94.92,0,97.93,6,4,2023,13,0
2023-04-03,Toys,76.0,94.92,0,94.24,0,4,2023,14,0
2023-04-04,Toys,66.0,94.92,0,88.76,1,4,2023,14,0
2023-04-05,Toys,71.0,94.92,0,84.88,2,4,2023,14,0
2023-04-06,Toys,74.0,94.92,0,86.58,3,4,2023,14,0
2023-04-07,Toys,70.0,94.92,0,99.52,4,4,2023,14,0
2023-04-08,Toys,94.0,94.92,0,86.27,5,4,2023,14,0
2023-04-09,Toys,95.0,94.92,0,77.87,6,4,2023,14,0
2023-04-10,Toys,73.0,94.92,0,94.7,0,4,2023,15,0
2023-04-11,Toys,68.0,94.92,0,96.94,1,4,2023,15,0
2023-04-12,Toys,56.0,94.92,0,97.61,2,4,2023,15,0
2023-04-13,Toys,76.0,94.92,0,94.38,3,4,2023,15,0
2023-04-14,Toys,81.0,94.92,0,95.05,4,4,2023,15,0
2023-04-15,Toys,135.0,79.49,1,89.15,5,4,2023,15,0
2023-04-16,Toys,136.0,79.49,1,78.34,6,4,2023,15,0
2023-04-17,Toys,112.0,79.49,1,88.68,0,4,2023,16,0
2023-04-18,Toys,67.0,94.92,0,91.46,1,4,2023,16,0
2023-04-19,Toys,60.0,94.92,0,87.47,2,4,2023,16,0
2023-04-20,Toys,70.0,94.92,0,87.03,3,4,2023,16,0
2023-04-21,Toys,64.0,94.92,0,82.89,4,4,2023,16,0
2023-04-22,Toys,78.0,94.92,0,82.47,5,4,2023,16,0
2023-04-23,Toys,106.0,85.38,1,96.42,6,4,2023,16,0
2023-04-24,Toys,89.0,85.38,1,96.34,0,4,2023,17,0
2023-04-25,Toys,104.0,85.38,1,86.69,1,4,2023,17,0
2023-04-26,Toys,106.0,85.38,1,87.83,2,4,2023,17,0
2023-04-27,Toys,98.0,85.38,1,81.23,3,4,2023,17,0
2023-04-28,Toys,103.0,85.38,1,89.05,4,4,2023,17,0
