date,product,sales,price,is_promotion,weather_index,day_of_week,month,year,week_of_year,is_holiday,price_ratio,quarter,is_weekend,day_of_year,trend_index,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,sin_1,cos_1,sin_2,cos_2,sin_3,cos_3,product_id
2022-03-01,Groceries,248.0,185.37,0,88.33,1,3,2022,9,0,1.017097477131108,1,0,60,424,257.0,217.0,285.0,479.0,289.7142857142857,57.676437377592755,321.1666666666667,80.44320478077891,0.8498170915275279,0.527077708642372,0.8958392907349088,-0.44437817810461355,0.09453674981719896,-0.9955213724144752,6
2022-03-02,Groceries,261.0,185.37,0,86.15,2,3,2022,9,0,1.017097477131108,1,0,61,425,248.0,271.0,241.0,224.0,294.14285714285717,52.0814380607539,313.46666666666664,75.73216568632014,0.8587639582758028,0.512371412128424,0.880012203973536,-0.4749510720670495,0.043022233004531764,-0.9990741151022299,6
2022-03-03,Groceries,265.0,185.37,0,85.43,3,3,2022,9,0,1.017097477131108,1,0,62,426,261.0,254.0,272.0,224.0,292.7142857142857,52.951909898555265,306.2,69.50385749651996,0.8674563547295968,0.49751328890718066,0.8631421280499114,-0.5049610547215203,-0.008606996888685499,-0.9999629591162655,6
2022-03-04,Groceries,285.0,185.37,0,72.4,4,3,2022,9,0,1.017097477131108,1,0,63,427,265.0,296.0,267.0,288.0,294.2857142857143,51.761357161864005,299.06666666666666,61.701133580003685,0.8758917051442431,0.4825077417612181,0.8452490573530629,-0.5343725582809794,-0.060213277365792045,-0.9981855344718586,6
2022-03-05,Groceries,347.0,185.37,0,95.96,5,3,2022,9,0,1.017097477131108,1,1,64,428,285.0,375.0,389.0,367.0,292.7142857142857,51.86750519581647,301.1,60.1270780700457,0.8840675099433635,0.46735921715800244,0.8263541987239098,-0.5631507242749182,-0.11165900712169194,-0.9937465804361784,6
2022-03-06,Groceries,360.0,185.37,0,81.51,6,3,2022,9,0,1.017097477131108,1,1,65,429,347.0,358.0,409.0,336.0,288.7142857142857,45.10252870114984,305.2,58.868878259961825,0.8919813464595485,0.45207220393230413,0.8064799463209446,-0.5912614448635785,-0.16280701293851618,-0.9866579328916572,6
2022-03-07,Groceries,264.0,185.37,0,96.54,0,3,2022,10,0,1.017097477131108,1,0,66,430,360.0,257.0,269.0,262.0,289.0,45.61797891182763,307.6,59.606525909790165,0.8996308696522431,0.43665123195606426,0.7856498550787149,-0.6186714032625027,-0.21352091543979734,-0.9769384927771814,6
2022-03-08,Groceries,232.0,185.37,0,79.32,1,3,2022,10,0,1.017097477131108,1,0,67,431,264.0,248.0,217.0,246.0,290.0,44.870183121236366,304.1666666666667,59.0307245151337,0.9070138128026359,0.4211008707960896,0.7638886127905428,-0.6453481132295501,-0.26366549272800693,-0.9646141756912435,6
2022-03-09,Groceries,279.0,185.37,0,82.78,2,3,2022,10,0,1.017097477131108,1,0,68,432,232.0,261.0,271.0,255.0,287.7142857142857,47.68547747380444,300.7,60.140152402820476,0.9141279881853336,0.40542572835999774,0.7412220108485965,-0.6712599575675307,-0.3131070409358247,-0.9497178427914323,6
2022-03-10,Groceries,214.0,185.37,0,76.09,3,3,2022,10,0,1.017097477131108,1,0,69,433,279.0,265.0,254.0,315.0,290.2857142857143,46.47477554442532,301.26666666666665,59.84228313303817,0.9209712877166345,0.3896304495307882,0.7176769136759623,-0.6963762255968718,-0.36171373072976754,-0.9322892131745134,6
2022-03-11,Groceries,301.0,185.37,0,89.16,4,3,2022,10,0,1.017097477131108,1,0,70,434,214.0,285.0,296.0,347.0,283.0,54.41813423237955,300.2,61.13264267148926,0.9275416835791963,0.37371971479046967,0.6932812268869787,-0.72066714955386,-0.40935595881562004,-0.912374757970728,6
2022-03-12,Groceries,339.0,185.37,0,82.09,5,3,2022,10,0,1.017097477131108,1,1,71,435,301.0,347.0,375.0,367.0,285.2857142857143,54.85044601980349,301.73333333333335,60.53379411440398,0.933837228822925,0.3576982388331259,0.6680638642135341,-0.74410393987136,-0.45590669350845914,-0.8900275764346764,6
2022-03-13,Groceries,355.0,185.37,0,82.46,6,3,2022,10,0,1.017097477131108,1,1,72,436,339.0,360.0,358.0,350.0,284.14285714285717,53.4148187036407,302.53333333333336,60.87280879485279,0.9398560579418951,0.34157076916785645,0.6420547132365652,-0.7666588193001579,-0.5012418134457746,-0.8653072543632068,6
2022-03-14,Groceries,280.0,185.37,0,81.18,0,3,2022,11,0,1.017097477131108,1,0,73,437,355.0,264.0,257.0,457.0,283.42857142857144,52.25213597821299,302.8,61.091452079987214,0.9455963874271424,0.3253420847119808,0.6152845999633287,-0.7883050558305247,-0.5452404385406516,-0.838279705217774,6
2022-03-15,Groceries,285.0,185.37,0,92.14,1,3,2022,11,0,1.017097477131108,1,0,74,438,280.0,232.0,248.0,285.0,285.7142857142857,51.60657027199195,299.9,59.99387899812253,0.9510565162951538,0.30901699437494684,0.5877852522924721,-0.8090169943749481,-0.5877852522924725,-0.8090169943749479,6
2022-03-16,Groceries,244.0,185.37,0,92.0,2,3,2022,11,0,1.017097477131108,1,0,75,439,285.0,279.0,261.0,241.0,293.2857142857143,45.99534137900687,297.73333333333335,59.29175864888935,0.9562348265919054,0.2926003356333492,0.559589262410178,-0.8287700871745027,-0.6287628145958353,-0.7775971469736261,6
2022-03-17,Groceries,287.0,185.37,0,97.69,3,3,2022,11,0,1.017097477131108,1,0,76,440,244.0,214.0,265.0,272.0,288.2857142857143,49.57053656395142,290.6333333333333,51.84824230275339,0.9611297838723009,0.27609697309746845,0.5307300481619326,-0.8475409228928316,-0.6680638642135304,-0.7441039398713634,6
2022-03-18,Groceries,317.0,185.37,0,85.37,4,3,2022,11,0,1.017097477131108,1,0,77,441,287.0,301.0,285.0,267.0,298.7142857142857,37.562012218526284,290.7,51.84203460247396,0.9657399376548549,0.2595117970697999,0.5012418134457758,-0.865307254363206,-0.7055836101071763,-0.7086266782644612,6
2022-03-19,Groceries,308.0,185.37,0,90.06,5,3,2022,11,0,1.017097477131108,1,1,78,442,317.0,339.0,347.0,389.0,301.0,38.20558423407008,293.23333333333335,51.18235372990683,0.9700639218515071,0.24284972209593542,0.47115950767386344,-0.8820480249558539,-0.7412220108485932,-0.6712599575675343,6
2022-03-20,Groceries,404.0,185.37,0,82.67,6,3,2022,11,0,1.017097477131108,1,1,79,443,308.0,355.0,360.0,409.0,296.57142857142856,34.702819975985655,294.43333333333334,51.08929527752364,0.9741004551724205,0.2261156855082885,0.44051878435049546,-0.8977433935342335,-0.7748840413670395,-0.6321034111873501,6
2022-03-21,Groceries,237.0,185.37,0,87.58,0,3,2022,12,0,1.017097477131108,1,0,80,444,404.0,280.0,264.0,269.0,303.57142857142856,50.016187855723345,299.0,54.557783350663335,0.9778483415056568,0.2093146459630485,0.40935595881562137,-0.9123747579707273,-0.8064799463209448,-0.5912614448635781,6
2022-03-22,Groceries,271.0,185.37,0,86.78,1,3,2022,12,0,1.017097477131108,1,0,81,445,237.0,285.0,232.0,217.0,297.42857142857144,55.710134155456885,293.93333333333334,52.94560209884454,0.9813064702716092,0.19245158197083043,0.37770796520396577,-0.9259247771938495,-0.835925479418636,-0.5488429582847205,6
2022-03-23,Groceries,267.0,185.37,0,91.82,2,3,2022,12,0,1.017097477131108,1,0,82,446,271.0,244.0,279.0,271.0,295.42857142857144,56.47671243635736,289.3333333333333,48.40371411606604,0.9844738167520922,0.17553149042142824,0.34561231267073356,-0.9383773917408641,-0.8631421280499116,-0.5049610547215201,6
2022-03-24,Groceries,280.0,185.37,0,94.68,3,3,2022,12,0,1.017097477131108,1,0,83,447,267.0,287.0,214.0,254.0,298.7142857142857,53.58082457283312,289.26666666666665,48.434052806515524,0.9873494423939863,0.15855938510313522,0.3131070409358278,-0.9497178427914313,-0.8880573226294927,-0.45973273945210524,6
2022-03-25,Groceries,300.0,185.37,0,94.64,4,3,2022,12,0,1.017097477131108,1,0,84,448,280.0,317.0,301.0,296.0,297.7142857142857,53.9002606230995,291.3666666666667,46.52065416960284,0.989932495087353,0.14154029521704348,0.2802306751992168,-0.9599326896597443,-0.9106046300942165,-0.41327860778290343,6
2022-03-26,Groceries,381.0,185.37,0,85.55,5,3,2022,12,0,1.017097477131108,1,1,85,449,300.0,308.0,339.0,375.0,295.2857142857143,53.26573096502149,292.3333333333333,46.38395481594673,0.9922222094179323,0.12447926388678918,0.24702218048093558,-0.9690098257244062,-0.9307239310379791,-0.3657225234972699,6
2022-03-27,Groceries,307.0,185.37,0,94.83,6,3,2022,12,0,1.017097477131108,1,1,86,450,381.0,404.0,355.0,358.0,305.7142857142857,62.51323669355733,296.56666666666666,48.51141588599893,0.9942179068939518,0.10738134666416355,0.21352091543979704,-0.9769384927771815,-0.9483615800121719,-0.31719128858910495,6
2022-03-28,Groceries,266.0,185.37,0,89.67,0,3,2022,13,0,1.017097477131108,1,0,87,451,307.0,237.0,280.0,257.0,291.85714285714283,45.542758558774295,296.93333333333334,48.54854188891992,0.995918996147179,0.09025161003104118,0.17976658572556242,-0.9837092937736097,-0.9634705485641477,-0.26781430516217813,6
2022-03-29,Groceries,250.0,185.37,0,88.31,1,3,2022,13,0,1.017097477131108,1,0,88,452,266.0,271.0,285.0,248.0,296.0,40.79215610874172,293.3,46.54189806896624,0.9973249731081555,0.07309512989807825,0.14579919691987603,-0.9893142039703662,-0.9760105506323679,-0.21772323039653382,6
2022-03-30,Groceries,245.0,185.37,0,86.43,2,3,2022,13,0,1.017097477131108,1,0,89,453,250.0,267.0,244.0,261.0,293.0,43.61192497471251,289.7,45.53070203265235,0.9984354211555643,0.055916990100603504,0.11165900712169516,-0.993746580436178,-0.9859481499638297,-0.16705162550212285,6
2022-03-31,Groceries,283.0,185.37,0,87.19,3,3,2022,13,0,1.017097477131108,1,0,90,454,245.0,280.0,287.0,265.0,289.85714285714283,46.4952634556411,289.3,45.879264341875505,0.9992500112396835,0.038722280892175366,0.07738647923346482,-0.997001169925015,-0.9932568492674141,-0.11593459959550227,6
2022-04-01,Groceries,339.0,185.37,0,98.71,4,4,2022,13,0,1.017097477131108,2,0,91,455,283.0,300.0,317.0,285.0,290.2857142857143,46.402996619162934,290.46666666666664,45.2332905580902,0.9997685019798909,0.021516097436222723,0.04302223300453152,-0.99907411510223,-0.9979171608653922,-0.0645084494493161,6
2022-04-02,Groceries,347.0,185.37,0,91.53,5,4,2022,13,0,1.017097477131108,2,1,92,456,339.0,381.0,308.0,347.0,295.85714285714283,49.96808505245601,293.06666666666666,45.72023873390242,0.9999907397361901,0.004303538296245199,0.008606996888690521,-0.9999629591162655,-0.9999166586547379,-0.012910296075010465,6
2022-04-03,Groceries,373.0,185.37,0,90.85,6,4,2022,13,0,1.017097477131108,2,1,93,457,347.0,307.0,404.0,360.0,291.0,41.194659848091376,295.8,46.43007348839662,0.9999166586547379,-0.01291029607500924,-0.025818440227133234,-0.9996666485105112,-0.9992500112396835,0.03872228089217503,6
2022-04-04,Groceries,269.0,185.37,0,88.64,0,4,2022,14,0,1.017097477131108,2,0,94,458,373.0,266.0,237.0,264.0,300.42857142857144,51.68448233547154,298.73333333333335,48.45967632872761,0.9995462806873574,-0.030120304846906983,-0.06021327736579051,-0.9981855344718588,-0.9959189961471792,0.09025161003103997,6
2022-04-05,Groceries,243.0,185.37,0,102.15,1,4,2022,14,0,1.017097477131108,2,0,95,459,269.0,250.0,271.0,232.0,300.85714285714283,51.36285483832468,296.1333333333333,47.86960257381184,0.9988797155850336,-0.04732138832243183,-0.09453674981719927,-0.9955213724144752,-0.9899324950873529,0.14154029521704403,6
2022-04-06,Groceries,254.0,185.37,0,96.39,2,4,2022,14,0,1.017097477131108,2,0,96,460,243.0,245.0,267.0,279.0,299.85714285714283,52.57194616722382,292.23333333333335,47.248925062272065,0.9979171608653922,-0.06450844944931665,-0.1287481774525815,-0.9916773198992899,-0.9813064702716094,0.19245158197082923,6
2022-04-07,Groceries,267.0,185.37,0,86.2,3,4,2022,14,0,1.017097477131108,2,0,97,461,254.0,283.0,280.0,214.0,301.14285714285717,51.096081296019946,291.9,47.489635892911934,0.9966589017541702,-0.08167639533042238,-0.1628070129385164,-0.9866579328916572,-0.9700639218515068,0.2428497220959368,6
2022-04-08,Groceries,295.0,185.37,0,88.36,4,4,2022,14,0,1.017097477131108,2,0,98,462,267.0,339.0,300.0,301.0,298.85714285714283,52.38456697485255,293.06666666666666,46.384400865788216,0.9951053111006976,-0.09882013873287163,-0.1966728897935766,-0.980469160361632,-0.9562348265919068,0.29260033563334464,6
2022-04-09,Groceries,369.0,185.37,0,88.57,5,4,2022,14,0,1.017097477131108,2,1,99,463,295.0,347.0,381.0,339.0,292.57142857142856,49.31482921953937,293.6,46.30900709290806,0.9932568492674143,-0.11593459959550018,-0.2303056702306115,-0.9731183372332621,-0.9398560579418962,0.3415707691678536,6
2022-04-10,Groceries,358.0,185.37,0,90.28,6,4,2022,14,0,1.017097477131108,2,1,100,464,369.0,373.0,307.0,355.0,295.7142857142857,53.85385868475953,298.76666666666665,45.765280721746,0.9911140639934547,-0.13301470653419586,-0.2636654927280072,-0.9646141756912435,-0.920971287716636,0.38963044953078463,6
2022-04-11,Groceries,234.0,185.37,0,85.93,0,4,2022,15,0,1.017097477131108,2,0,101,465,358.0,269.0,266.0,280.0,293.57142857142856,50.457431374895954,300.6666666666667,47.02701595769233,0.9886775902323405,-0.15005539834465212,-0.2967128192734892,-0.9549667548552555,-0.8996308696522441,0.43665123195606237,6
2022-04-12,Groceries,227.0,185.37,0,91.51,1,4,2022,15,0,1.017097477131108,2,0,102,466,234.0,243.0,250.0,285.0,288.57142857142856,54.841763717252924,297.1666666666667,47.9734720756012,0.9859481499638303,-0.16705162550211988,-0.3294084822245314,-0.944187508834199,-0.8758917051442445,0.48250774176121547,6
2022-04-13,Groceries,268.0,185.37,0,96.44,2,4,2022,15,0,1.017097477131108,2,0,103,467,227.0,254.0,245.0,244.0,286.2857142857143,57.33444074235002,292.9,48.343134162873916,0.9829265519799825,-0.1839983516576785,-0.3617137307297645,-0.9322892131745145,-0.8498170915275286,0.527077708642371,6
2022-04-14,Groceries,256.0,185.37,0,82.47,3,4,2022,15,0,1.017097477131108,2,0,104,468,268.0,267.0,283.0,287.0,288.2857142857143,56.2545236276282,292.5,48.50293272327553,0.9796136916454901,-0.2008905551306348,-0.393590276656466,-0.9192859697186108,-0.8214765533024139,0.5702422926917876,6
2022-04-15,Groceries,320.0,185.37,0,83.24,4,4,2022,15,0,1.017097477131108,2,0,105,469,256.0,295.0,339.0,317.0,286.7142857142857,57.09557567714606,291.53333333333336,48.944538164047714,0.9760105506323685,-0.21772323039653088,-0.4250003399695523,-0.9051931898913983,-0.7909456567567779,0.6118864012687235,6
2022-04-16,Groceries,380.0,185.37,0,86.3,5,4,2022,15,0,1.017097477131108,2,1,106,470,320.0,369.0,347.0,308.0,290.2857142857143,58.46570016033373,294.06666666666666,48.362805124808524,0.9721181966290613,-0.23449138957041005,-0.45590669350845936,-0.8900275764346763,-0.7583058084785619,0.6518989958787132,6
2022-04-17,Groceries,316.0,185.37,0,86.35,6,4,2022,15,0,1.017097477131108,2,1,107,471,380.0,358.0,373.0,404.0,291.85714285714283,61.025755686782034,297.1666666666667,50.81276199547884,0.9679377830240643,-0.2511900638848191,-0.48627270710868975,-0.873807103611081,-0.7236440382959128,0.6901733882429715,6
2022-04-18,Groceries,238.0,185.37,0,98.34,0,4,2022,16,0,1.017097477131108,2,0,108,472,316.0,234.0,269.0,237.0,285.85714285714283,55.22809843859199,297.1333333333333,50.79962892433918,0.963470548564149,-0.2678143051621735,-0.5160623910158515,-0.8565509959010044,-0.6870527672236661,0.7266075247685664,6
2022-04-19,Groceries,297.0,185.37,0,93.16,1,4,2022,16,0,1.017097477131108,2,0,109,473,238.0,227.0,243.0,271.0,286.42857142857144,54.619462779174825,294.8,51.87943583028774,0.9587178169872963,-0.284359187281004,-0.5452404385406517,-0.8382797052177737,-0.648629561034979,0.7611042586607767,6
2022-04-20,Groceries,266.0,185.37,0,92.66,2,4,2022,16,0,1.017097477131108,2,0,110,474,297.0,268.0,254.0,267.0,296.42857142857144,47.92305340458809,291.23333333333335,47.61605302570863,0.9536809966304456,-0.3008198076356675,-0.5737722679043247,-0.81901488666808,-0.6084768701151277,0.7935716089521462,6
2022-04-21,Groceries,265.0,185.37,0,86.39,3,4,2022,16,0,1.017097477131108,2,0,111,475,266.0,256.0,267.0,280.0,296.14285714285717,48.12632187423855,292.2,46.76382332972535,0.9483615800121717,-0.31719128858910545,-0.6016240632249216,-0.7987793728863656,-0.5667017562911205,0.8239230057575522,6
2022-04-22,Groceries,289.0,185.37,0,86.04,4,4,2022,16,0,1.017097477131108,2,0,112,476,265.0,320.0,295.0,300.0,297.42857142857144,46.98175937835523,292.0,46.87032735331457,0.942761143390421,-0.33346877891818577,-0.6287628145958327,-0.7775971469736283,-0.5234156073655516,0.8520775211013084,6
2022-04-23,Groceries,343.0,185.37,0,79.97,5,4,2022,16,0,1.017097477131108,2,1,113,477,289.0,380.0,369.0,381.0,293.0,45.94924736416567,292.73333333333335,46.63721566579039,0.9368813462954314,-0.34964745525122864,-0.6551563572090854,-0.7554933140726802,-0.4787338401157913,0.8779600847008866,6
2022-04-24,Groceries,318.0,185.37,0,90.88,6,4,2022,16,0,1.017097477131108,2,1,114,478,343.0,316.0,358.0,307.0,287.7142857142857,35.12698054067147,294.8333333333333,47.455302623905105,0.9307239310379796,-0.36572252349726875,-0.6807734094770156,-0.7324940716135794,-0.43277559255043235,0.9015016841318835,6
2022-04-25,Groceries,287.0,185.37,0,89.16,0,4,2022,17,0,1.017097477131108,2,0,115,479,318.0,238.0,234.0,266.0,288.0,35.402448126270635,295.43333333333334,47.63632584729709,0.9242907221930936,-0.38168922026665814,-0.7055836101071765,-0.708626678264461,-0.38566340624360645,0.9226395488404878,6
2022-04-26,Groceries,246.0,185.37,0,92.85,1,4,2022,17,0,1.017097477131108,2,0,116,480,287.0,297.0,227.0,250.0,295.0,27.922511825883774,292.3,44.82236972300972,0.9175836260593944,-0.3975428142825545,-0.7295575540864855,-0.6839194216246127,-0.33752289959411413,0.9413173175128468,6
2022-04-27,Groceries,282.0,185.37,0,85.08,2,4,2022,17,0,1.017097477131108,2,0,117,481,246.0,266.0,268.0,245.0,287.7142857142857,33.42511174608164,290.26666666666665,45.51084246208986,0.9106046300942163,-0.41327860778290393,-0.752666827532008,-0.6584015846980493,-0.288482432880608,0.9574851883550395,6
2022-04-28,Groceries,265.0,185.37,0,85.12,3,4,2022,17,0,1.017097477131108,2,0,118,482,282.0,265.0,256.0,283.0,290.0,32.21800738717325,290.8,45.309966932764844,0.903355802324684,-0.4288919379124845,-0.7748840413670419,-0.6321034111873471,-0.2386727660059507,0.9711000518829502,6
2022-04-29,Groceries,287.0,185.37,0,86.37,4,4,2022,17,0,1.017097477131108,2,0,119,483,265.0,289.0,320.0,339.0,290.0,32.21800738717326,291.3,44.92534036483776,0.8958392907349094,-0.44437817810461216,-0.796182863782614,-0.6050560696488512,-0.1882267098432429,0.9821256058680008,6
2022-04-30,Groceries,345.0,185.37,0,89.66,5,4,2022,17,0,1.017097477131108,2,1,120,484,287.0,343.0,380.0,347.0,289.7142857142857,32.237215997012605,292.7,44.07919988009014,0.8880573226294932,-0.45973273945210413,-0.816538051445916,-0.5772916165517274,-0.13727877211326503,0.9905324521322229,6
2022-05-01,Groceries,278.0,185.37,0,77.52,6,5,2022,17,0,1.017097477131108,2,1,121,485,345.0,318.0,316.0,373.0,290.0,32.79227551319493,294.76666666666665,45.05145206686807,0.8800122039735359,-0.47495107206704973,-0.8359254794186363,-0.5488429582847203,-0.08596479873744832,0.9962981749346076,6
2022-05-02,Groceries,266.0,185.37,0,88.21,0,5,2022,18,0,1.017097477131108,2,0,122,486,278.0,287.0,238.0,269.0,284.2857142857143,30.505268865744764,292.73333333333335,44.35743014642953,0.8717063187093216,-0.4900286664290598,-0.8543221697498276,-0.5197438121555146,-0.034421611622749204,0.9994074007397047,6
2022-05-03,Groceries,259.0,185.37,0,84.07,1,5,2022,18,0,1.017097477131108,2,0,123,487,266.0,246.0,297.0,243.0,281.2857142857143,31.218126602526546,290.03333333333336,43.39512393817031,0.8631421280499113,-0.5049610547215205,-0.8717063187093219,-0.49002866642905907,0.017213356155833172,0.9998518392091162,6
2022-05-04,Groceries,276.0,185.37,0,78.52,2,5,2022,18,0,1.017097477131108,2,0,124,488,259.0,282.0,266.0,254.0,283.14285714285717,29.082804607009134,286.23333333333335,40.79273374556722,0.8543221697498272,-0.5197438121555152,-0.8880573226294928,-0.459732739452105,0.06880242680231675,0.9976303053065859,6
2022-05-05,Groceries,233.0,185.37,0,73.01,3,5,2022,18,0,1.017097477131108,2,0,125,489,276.0,265.0,265.0,267.0,282.2857142857143,29.210239561462735,286.46666666666664,40.71069785130423,0.8452490573530637,-0.5343725582809781,-0.9033558023246836,-0.42889193791248537,0.12020804489935154,0.9927487224577403,6
2022-05-06,Groceries,342.0,185.37,0,82.37,4,5,2022,18,0,1.017097477131108,2,0,126,490,233.0,287.0,289.0,295.0,277.7142857142857,34.40791713987795,286.1333333333333,41.11777309592255,0.8359254794186368,-0.5488429582847194,-0.9175836260593939,-0.3975428142825554,0.17129314418147834,0.9852201067560605,6
2022-05-07,Groceries,381.0,185.37,0,89.9,5,5,2022,18,0,1.017097477131108,2,1,127,491,342.0,345.0,343.0,369.0,285.57142857142856,42.26447342965086,289.06666666666666,41.8782581508244,0.8263541987239097,-0.5631507242749184,-0.9307239310379792,-0.36572252349726964,0.22192151300416468,0.9750645322571949,6
2022-05-08,Groceries,387.0,185.37,0,90.63,6,5,2022,18,0,1.017097477131108,2,1,128,492,381.0,278.0,318.0,358.0,290.7142857142857,51.812850033282096,292.8666666666667,44.87202748455529,0.8165380514459165,-0.5772916165517267,-0.9427611433904202,-0.3334687789181884,0.2719581575341066,0.9623090774541483,6
2022-05-09,Groceries,267.0,185.37,0,83.62,0,5,2022,19,0,1.017097477131108,2,0,129,493,387.0,266.0,287.0,234.0,306.2857142857143,62.609142798034874,295.93333333333334,48.0538012657889,0.8064799463209444,-0.5912614448635786,-0.9536809966304458,-0.3008198076356668,0.321269661692364,0.9469877530760754,6
2022-05-10,Groceries,283.0,185.37,0,91.24,1,5,2022,19,0,1.017097477131108,2,0,130,494,267.0,259.0,246.0,227.0,306.42857142857144,62.50295231122293,292.53333333333336,46.281547178064116,0.7961828637826157,-0.605056069648849,-0.9634705485641487,-0.26781430516217447,0.3697245428906745,0.9291414114031737,6
2022-05-11,Groceries,229.0,185.37,0,80.78,2,5,2022,19,0,1.017097477131108,2,0,131,495,283.0,276.0,282.0,268.0,309.85714285714283,60.078916355707946,290.03333333333336,44.619064530088444,0.7856498550787148,-0.6186714032625029,-0.9721181966290611,-0.234491389570411,0.4171936026123167,0.908817637339503,6
2022-05-12,Groceries,290.0,185.37,0,85.32,3,5,2022,19,0,1.017097477131108,2,0,132,496,229.0,233.0,265.0,256.0,303.14285714285717,66.74935348358176,289.8666666666667,44.84435406998287,0.7748840413670415,-0.6321034111873478,-0.9796136916454895,-0.2008905551306375,0.46355027090284934,0.8860706215341387,6
2022-05-13,Groceries,294.0,185.37,0,77.85,4,5,2022,19,0,1.017097477131108,2,0,133,497,290.0,342.0,287.0,320.0,311.2857142857143,59.890773595811275,291.96666666666664,43.24547680819102,0.7638886127905427,-0.6453481132295503,-0.9859481499638304,-0.1670516255021191,0.5086709438521015,0.8609610158889961,6
2022-05-14,Groceries,310.0,185.37,0,77.08,5,5,2022,19,0,1.017097477131108,2,1,134,498,294.0,381.0,345.0,380.0,304.42857142857144,58.520244767251334,292.8333333333333,43.00848619816146,0.7526668275320086,-0.6584015846980485,-0.9911140639934546,-0.13301470653419684,0.5524353131676185,0.8335557718385707,6
2022-05-15,Groceries,320.0,185.37,0,75.79,6,5,2022,19,0,1.017097477131108,2,1,135,499,310.0,387.0,278.0,316.0,294.2857142857143,48.29670204653091,294.6333333333333,42.54124435491216,0.7412220108485964,-0.6712599575675308,-0.9951053111006973,-0.09882013873287349,0.5947266869607609,0.8039279618328231,6
2022-05-16,Groceries,268.0,185.37,0,68.4,0,5,2022,20,0,1.017097477131108,2,0,136,500,320.0,267.0,266.0,238.0,284.7142857142857,30.0539197982234,294.6333333333333,42.54124435491216,0.7295575540864886,-0.6839194216246094,-0.997917160865392,-0.0645084494493194,0.6354323008901767,0.7721565844991649,6
2022-05-17,Groceries,245.0,185.37,0,84.66,1,5,2022,20,0,1.017097477131108,2,0,137,501,268.0,283.0,259.0,297.0,284.85714285714283,29.95790697756003,290.9,39.604379764764566,0.7176769136759622,-0.696376225596872,-0.9995462806873573,-0.03012030484690885,0.6744436188329435,0.7383263540031083,6
2022-05-18,Groceries,267.0,185.37,0,74.52,2,5,2022,20,0,1.017097477131108,2,0,138,502,245.0,229.0,276.0,266.0,279.42857142857144,33.57507578972326,288.53333333333336,40.17009810305618,0.7055836101071772,-0.7086266782644604,-0.9999907397361901,0.004303538296245996,0.7116566222817742,0.7025274741691575,6
2022-05-19,Groceries,235.0,185.37,0,73.22,3,5,2022,20,0,1.017097477131108,2,0,139,503,267.0,290.0,233.0,265.0,284.85714285714283,26.359239818505262,289.5,39.250521630620746,0.6932812268869772,-0.7206671495538614,-0.9992500112396835,0.038722280892175276,0.7469720876965561,0.6648553979642856,6
2022-05-20,Groceries,260.0,185.37,0,70.82,4,5,2022,20,0,1.017097477131108,2,0,140,504,235.0,294.0,342.0,289.0,277.0,32.13513134665257,287.43333333333334,40.45575133515523,0.6807734094770164,-0.7324940716135787,-0.9973249731081556,0.07309512989807726,0.7802958510707753,0.6254105729852466,6
2022-05-21,Groceries,397.0,185.37,0,75.18,5,5,2022,20,0,1.017097477131108,2,1,141,505,260.0,310.0,381.0,343.0,272.14285714285717,31.70398803215143,287.23333333333335,40.58000470193608,0.6680638642135339,-0.7441039398713601,-0.9942179068939521,0.10738134666416169,0.8115390590073619,0.5842981736283672,6
2022-05-22,Groceries,377.0,185.37,0,84.5,6,5,2022,20,0,1.017097477131108,2,1,142,506,397.0,320.0,387.0,318.0,284.57142857142856,56.4294755804594,291.6333333333333,45.00151976999405,0.6551563572090847,-0.7554933140726807,-0.9899324950873529,0.14154029521704425,0.8406184056344781,0.5416278206559815,6
2022-05-23,Groceries,246.0,185.37,0,85.62,0,5,2022,21,0,1.017097477131108,2,0,143,507,377.0,268.0,267.0,287.0,292.7142857142857,65.73866007587453,294.56666666666666,47.61605302570871,0.6420547132365636,-0.7666588193001591,-0.9844738167520922,0.17553149042142815,0.867456354729596,0.4975132889071821,6
2022-05-24,Groceries,262.0,185.37,0,66.31,1,5,2022,21,0,1.017097477131108,2,0,144,508,246.0,245.0,283.0,246.0,289.57142857142856,67.61621389099166,291.3333333333333,47.50704726911424,0.6287628145958348,-0.7775971469736266,-0.977848341505657,0.20931464596304752,0.8919813464595471,0.4520722039323072,6
2022-05-25,Groceries,280.0,185.37,0,72.29,2,5,2022,21,0,1.017097477131108,2,0,145,509,262.0,267.0,229.0,282.0,292.0,66.03534407169103,289.46666666666664,47.52330341859725,0.6152845999633285,-0.7883050558305248,-0.9700639218515076,0.2428497220959336,0.9141279881853333,0.4054257283599984,6
2022-05-26,Groceries,283.0,185.37,0,68.34,3,5,2022,21,0,1.017097477131108,2,0,146,510,280.0,235.0,290.0,265.0,293.85714285714283,65.39477188947251,289.23333333333335,47.553007326005066,0.6016240632249223,-0.798779372886365,-0.9611297838723006,0.2760969730974692,0.9338372288229241,0.35769823883312823,6
